[ 2012-08-03T14:34:50+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.005128s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.006217s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run ParseTemplate Behavior [ RunTime:0.000120s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.006411s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run ContentReplace Behavior [ RunTime:0.000099s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run TokenBuild Behavior [ RunTime:0.000102s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000010s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run ShowRuntime Behavior [ RunTime:0.000064s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.006816s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000017s ]
[ 2012-08-03T14:38:03+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40995 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.006819s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run CheckRoute Behavior [ RunTime:0.000672s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000751s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000425s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000478s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003355s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000357s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003230s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000334s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.003028s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `title` = '目录设置' LIMIT 1   [ RunTime:0.000294s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40995' LIMIT 1   [ RunTime:0.000271s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40975' LIMIT 1   [ RunTime:0.000274s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.002794s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_directory` WHERE ( `parentID` = 40998 )  [ RunTime:0.000586s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40998' LIMIT 1   [ RunTime:0.000369s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run LocationTemplate Behavior [ RunTime:0.000362s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000416s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003206s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000397s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run LocationTemplate Behavior [ RunTime:0.000136s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.036968s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ParseTemplate Behavior [ RunTime:0.006620s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006696s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ContentReplace Behavior [ RunTime:0.000314s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run TokenBuild Behavior [ RunTime:0.000335s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000187s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowRuntime Behavior [ RunTime:0.000326s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001294s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000299s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000343s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | NOTIC: [8] Undefined index:  remark eebd58264109fe771a531aabf388f41d.php 第 283 行.
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003192s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000325s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run LocationTemplate Behavior [ RunTime:0.000122s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.050427s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ParseTemplate Behavior [ RunTime:0.001254s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.006728s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ContentReplace Behavior [ RunTime:0.000042s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run TokenBuild Behavior [ RunTime:0.000038s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000011s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowRuntime Behavior [ RunTime:0.000052s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.006738s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000019s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.006592s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ParseTemplate Behavior [ RunTime:0.000125s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.006728s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ContentReplace Behavior [ RunTime:0.000124s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run TokenBuild Behavior [ RunTime:0.000098s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000010s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowRuntime Behavior [ RunTime:0.000063s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.007214s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000017s ]
[ 2012-08-03T14:38:07+08:00 ] /Index.php?s=/SetSystem/directory/parentID/40998 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.007225s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Run CheckRoute Behavior [ RunTime:0.000600s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Tag[ route_check ] --END-- [ RunTime:0.000669s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000365s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000410s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003196s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000342s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerp_system` [ RunTime:0.002515s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | NOTIC: [8] Undefined offset:  5 Model.class.php 第 965 行.
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | NOTIC: [8] Undefined offset:  5 Model.class.php 第 965 行.
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003032s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000320s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | NOTIC: [8] Undefined offset:  5 Model.class.php 第 965 行.
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002739s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000290s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002664s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000304s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SHOW COLUMNS FROM `myerp_system_DUR` [ RunTime:0.002434s ]
[ 2012-08-03T14:38:31+08:00 ] /Index.php?s=/SetSystem/dopostSystemHas/tableName/directory | SQL: SELECT * FROM `myerp_system_DUR` WHERE `userID` = '40449'  [ RunTime:0.000247s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run CheckRoute Behavior [ RunTime:0.000601s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000678s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000375s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000420s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003058s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000332s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerp_system` [ RunTime:0.002793s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002830s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000310s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.002835s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `title` = '报账单数据' LIMIT 1   [ RunTime:0.000362s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40998' LIMIT 1   [ RunTime:0.000266s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40995' LIMIT 1   [ RunTime:0.000243s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `systemID` = '40975' LIMIT 1   [ RunTime:0.000255s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002793s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000277s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.004876s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.004863s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT COUNT(*) AS tp_count FROM `myerpview_chanpin_baozhang` LIMIT 1   [ RunTime:0.000350s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [2] Division by zero Page.class.php 第 51 行.
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [2] Division by zero Page.class.php 第 75 行.
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_chanpin_baozhang` ORDER BY time desc LIMIT 0,20   [ RunTime:0.002637s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run LocationTemplate Behavior [ RunTime:0.000345s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000391s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003275s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000335s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run LocationTemplate Behavior [ RunTime:0.000157s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.037298s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined variable: datatitle b30cabab87d73a25ac5418e1b290c6d0.php 第 5 行.
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ParseTemplate Behavior [ RunTime:0.006184s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006234s ]
[ 2012-08-03T14:38:35+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --START--
